,season,episode,category,value,clue,answer
278,goattournament,"The Greatest of All Time game #4 - Wednesday, January 8, 2020",20-LETTER WORDS,400,It's the adjective used to describe a work only partially based on the writer's life,semiautobiographical
279,goattournament,"The Greatest of All Time game #4 - Wednesday, January 8, 2020",GOATS (GREATEST OF ALL TIME),400,"In this year, Alfred Eisenstaedt captured what became one of the most iconic photos of all time",1945
280,goattournament,"The Greatest of All Time game #4 - Wednesday, January 8, 2020",I JUST TOOK A DNA TEST,800,"(Glenn Close delivers the clue.)  I'm a co-founder of Bring Change to Mind, an organization working to end stigma & normalize conversations around mental health; we are changing attitudes & behavior through science- & evidence-based high school club programs which are expanding across the country. Because I love science, I had this, my full set of chromosomes, sequenced to better understand my family's history of mental illness",a genome
281,goattournament,"The Greatest of All Time game #4 - Wednesday, January 8, 2020",POP CULTURE PEOPLE,800,"In 1987, 7'2"" Kevin Peter Hall played Harry, who hung with the Hendersons, & this film title guy who was not as friendly with Arnold",Predator
282,goattournament,"The Greatest of All Time game #4 - Wednesday, January 8, 2020",AUDIBLE,800,"Big oil & gas are the subject of a 2019 nonfiction bestseller by this TV personalityIn fact, it could be argued, the oil business as we know it today was the invention of one particular American, John D. Rockefeller",Rachel Maddow
283,goattournament,"The Greatest of All Time game #4 - Wednesday, January 8, 2020","""G""EOGRAPHY",800,"Apotgan & Dededo are major towns on this island, an unincorporated territory of the U.S. since 1898",Guam
284,goattournament,"The Greatest of All Time game #4 - Wednesday, January 8, 2020",20-LETTER WORDS,800,"EEG for short, it's a record of some of the brain's activity",an electroencephalogram
285,goattournament,"The Greatest of All Time game #4 - Wednesday, January 8, 2020",GOATS (GREATEST OF ALL TIME),800,"These 2 Agatha Christie characters made a list of ""The 30 Greatest Literary Detectives of All Time""",Hercule Poirot & Jane Marple
286,goattournament,"The Greatest of All Time game #4 - Wednesday, January 8, 2020",I JUST TOOK A DNA TEST,1200,"For info on great-great-grandma, genetic data passed on from your mother can be used in the mtDNA test, named for this organelle",mitochondria
287,goattournament,"The Greatest of All Time game #4 - Wednesday, January 8, 2020",POP CULTURE PEOPLE,1200,"Her post-""Friends"" career includes the role of actress Valerie Cherish, trying to make ""the comeback"" happen",Lisa Kudrow
288,goattournament,"The Greatest of All Time game #4 - Wednesday, January 8, 2020",AUDIBLE,1200,"Naturally, Colin Farrell read this novel by a fellow countrymanOnce upon a time and a very good time it was there was a moocow coming down along the road and this moocow that was coming down along the road met a nicens little boy named baby tuckoo",Portrait of the Artist as a Young Man
289,goattournament,"The Greatest of All Time game #4 - Wednesday, January 8, 2020","""G""EOGRAPHY",1200,"Founded in 1531, this capital of a Mexican state bears the name of a province of Spain",Guadalajara
290,goattournament,"The Greatest of All Time game #4 - Wednesday, January 8, 2020",20-LETTER WORDS,1200,It's a gathering of protesters to express opposition to the aims of another group of protesters,a counterdemonstration
291,goattournament,"The Greatest of All Time game #4 - Wednesday, January 8, 2020",GOATS (GREATEST OF ALL TIME),1200,"Performances like his 1979 ""Live in Concert"" film made Rolling Stone list him as the greatest stand-up comedian of all time",Richard Pryor
292,goattournament,"The Greatest of All Time game #4 - Wednesday, January 8, 2020",I JUST TOOK A DNA TEST,"DD: 3,800","You can learn your ethnicity using DNA in your autosomes, non-sex chromosomes; most people have this many sets of autosomes",22
293,goattournament,"The Greatest of All Time game #4 - Wednesday, January 8, 2020",POP CULTURE PEOPLE,1600,"Feeling regenerated in ""Doctor Who"", this actress confessed, ""Sorry, half an hour ago I was a white-haired Scotsman""",(Jodie) Whittaker
294,goattournament,"The Greatest of All Time game #4 - Wednesday, January 8, 2020",AUDIBLE,1600,Frances McDormand introduces us to a beloved character in this first book in a series by Armistead MaupinMary Ann Singleton was twenty-five years old when she saw San Francisco for the first time,Tales of the City
295,goattournament,"The Greatest of All Time game #4 - Wednesday, January 8, 2020","""G""EOGRAPHY","DD: 8,400",Rhino tracking at the Mokolodi Nature Reserve is something to try on a visit to this capital city,Gaborone
296,goattournament,"The Greatest of All Time game #4 - Wednesday, January 8, 2020",20-LETTER WORDS,1600,"This ""-tion"" is the attribution of human qualities to something that is not human",anthropomorphization
297,goattournament,"The Greatest of All Time game #4 - Wednesday, January 8, 2020",GOATS (GREATEST OF ALL TIME),1600,"Among the greatest scientific discoveries are electricity, penicillin & this German's quantum theory",Planck
298,goattournament,"The Greatest of All Time game #4 - Wednesday, January 8, 2020",I JUST TOOK A DNA TEST,2000,"DNA is composed of nucleotides, which contain 4 nitrogenous bases represented by these 4 letters","A, C, G & T"
299,goattournament,"The Greatest of All Time game #4 - Wednesday, January 8, 2020",POP CULTURE PEOPLE,2000,"""Pretty Baby, You Look So Heavenly"" is a chapter title in ""Face It"", the 2019 memoir by this singing star",Debbie Harry
300,goattournament,"The Greatest of All Time game #4 - Wednesday, January 8, 2020",AUDIBLE,2000,"Colin Firth reads the line that gives a novel by this British author its titleBut that wasn't what Sarah had said, and sitting there beside Henry in the Victoria Gardens, watching the day die, I remembered the end of the whole ""affair""",Graham Greene
301,goattournament,"The Greatest of All Time game #4 - Wednesday, January 8, 2020","""G""EOGRAPHY",2000,"(Jimmy Kimmel delivers the clue.)  One of my hobbies is fly-fishing & I've done some on this Montana river near Bozeman where most of the fishing scenes in ""A River Runs Through It"" were filmed",the Gallatin
302,goattournament,"The Greatest of All Time game #4 - Wednesday, January 8, 2020",20-LETTER WORDS,2000,This adverb means in a manner not typical of a particular person,uncharacteristically
303,goattournament,"The Greatest of All Time game #4 - Wednesday, January 8, 2020",GOATS (GREATEST OF ALL TIME),2000,In a 2010 poll this Nobel Peace Prize winner & politician ranked as Ireland's greatest person,John Hume
304,goattournament,"The Greatest of All Time game #4 - Wednesday, January 8, 2020",19th CENTURY LEADERS,,"Tall, lanky Joel Barlow was an ambassador carrying messages between these 2 world leaders, both mocked for being short",Napoleon & Madison
305,goattournament,"The Greatest of All Time game #3 - Wednesday, January 8, 2020",THE CROWN,200,"In a Season 1 episode, Elizabeth prepares for this June 2, 1953 event",her coronation
306,goattournament,"The Greatest of All Time game #3 - Wednesday, January 8, 2020",CHARITIES,200,"300 volunteers came together in 1971 to create this world-spanning charity, also called Médecins Sans Frontieres",Doctors Without Borders
307,goattournament,"The Greatest of All Time game #3 - Wednesday, January 8, 2020",LITERALLY STUPID ANSWERS,200,"Shortly after ""imbalance"" in the dictionary is this noun denoting one who is stupid & inane",an imbecile
308,goattournament,"The Greatest of All Time game #3 - Wednesday, January 8, 2020",SHORT STORY SYLLABUS,200,"""The Lone Ranger &"" this man ""Fistfight in Heaven"" is the title story of a collection by Native American author Sherman Alexie",Tonto
309,goattournament,"The Greatest of All Time game #3 - Wednesday, January 8, 2020",COLLEGE FOOTBALL: AFTER THE GAME,200,In 2004 an NCAA award was established in the name of this center on the 1933 Michigan team & future politician,Gerald Ford
310,goattournament,"The Greatest of All Time game #3 - Wednesday, January 8, 2020","THE ""GOLD"", ""BERG""s",200,"This man from Medford, Massachusetts was the 108th mayor of New York City",Bloomberg
311,goattournament,"The Greatest of All Time game #3 - Wednesday, January 8, 2020",THE CROWN,400,"In a dramatic moment, Elizabeth confronts this uncle & rejects his bid to regain a royal role",the Duke of Windsor
312,goattournament,"The Greatest of All Time game #3 - Wednesday, January 8, 2020",CHARITIES,400,A charity named for this actor who was paralyzed in 1995 aims to better the lives of those with spinal cord injuries,Christopher Reeve
313,goattournament,"The Greatest of All Time game #3 - Wednesday, January 8, 2020",LITERALLY STUPID ANSWERS,400,It was also called a fool's cap,a dunce cap
314,goattournament,"The Greatest of All Time game #3 - Wednesday, January 8, 2020",SHORT STORY SYLLABUS,400,"A Dostoyevsky story is titled these, the daylit evenings of St. Petersburg in summertime","""White Nights"""
315,goattournament,"The Greatest of All Time game #3 - Wednesday, January 8, 2020",COLLEGE FOOTBALL: AFTER THE GAME,400,"Before starring on a 4-letter TV drama, Mark Harmon starred for this 4-letter school as a QB, averaging 7.2 yards a carry in '73",UCLA
316,goattournament,"The Greatest of All Time game #3 - Wednesday, January 8, 2020","THE ""GOLD"", ""BERG""s",400,"He wrote the screenplay for ""Butch Cassidy & the Sundance Kid"" & adapted his own novel ""Marathon Man"" for the movies",William Goldman
317,goattournament,"The Greatest of All Time game #3 - Wednesday, January 8, 2020",THE CROWN,600,A 1961 visit to Britain by this American gives the queen something to think about,Jackie Kennedy
318,goattournament,"The Greatest of All Time game #3 - Wednesday, January 8, 2020",CHARITIES,600,"""Those who work for the good are those who do the good"" said this TV star & founder of St. Jude Children's Research Hospital",Danny Thomas
319,goattournament,"The Greatest of All Time game #3 - Wednesday, January 8, 2020",LITERALLY STUPID ANSWERS,600,"Archie Bunker called Edith this, also an ornamental typographical character",dingbat
320,goattournament,"The Greatest of All Time game #3 - Wednesday, January 8, 2020",SHORT STORY SYLLABUS,"DD: 1,000","W.W. Jacobs came up with pretty much the opposite of a lucky rabbit's foot with this story of a dad, a son & 3 wishes gone bad","""The Monkey\'s Paw"""
321,goattournament,"The Greatest of All Time game #3 - Wednesday, January 8, 2020",COLLEGE FOOTBALL: AFTER THE GAME,600,Nickname of the team that was led to an undefeated 1958 season by future brigadier general Pete Dawkins,Black Knights
322,goattournament,"The Greatest of All Time game #3 - Wednesday, January 8, 2020","THE ""GOLD"", ""BERG""s",600,"""The Good Earth"", released in 1937 after his death, was the first film with the name of this MGM production head in the credits",(Irving) Thalberg
323,goattournament,"The Greatest of All Time game #3 - Wednesday, January 8, 2020",THE CROWN,800,"Looking for love in Season 2, Princess Margaret finds a kindred spirit in this photographer",Lord Snowdon (or Antony Armstrong-Jones)
324,goattournament,"The Greatest of All Time game #3 - Wednesday, January 8, 2020",CHARITIES,800,"To fight excessive punishment along racial lines, lawyer Bryan Stevenson founded this initiative, EJI for short",Equal Justice
325,goattournament,"The Greatest of All Time game #3 - Wednesday, January 8, 2020",LITERALLY STUPID ANSWERS,800,"Synonyms for this one-word rhyme include lamebrain, dodo, yo-yo & dum-dum",nitwit
326,goattournament,"The Greatest of All Time game #3 - Wednesday, January 8, 2020",SHORT STORY SYLLABUS,800,"""Cathedral"" is the title story of a 1983 collection by this American realist & onetime janitor",(Raymond) Carver
327,goattournament,"The Greatest of All Time game #3 - Wednesday, January 8, 2020",COLLEGE FOOTBALL: AFTER THE GAME,800,In 1998 football fans debated who was the NCAA's best QB: Peyton Manning or this WSU Cougar; their pro careers went opposite ways,Ryan Leaf
328,goattournament,"The Greatest of All Time game #3 - Wednesday, January 8, 2020","THE ""GOLD"", ""BERG""s",800,In 1998 this former GOP presidential candidate went to Paradise...Valley's Christ Church of the Ascension Memorial Garden in Arizona,Goldwater
329,goattournament,"The Greatest of All Time game #3 - Wednesday, January 8, 2020",THE CROWN,1000,"In Season 3 Buckingham Palace is not thrilled about this Labour politician, prime minister for most of the 1960s",(Harold) Wilson
330,goattournament,"The Greatest of All Time game #3 - Wednesday, January 8, 2020",CHARITIES,1000,"Last name of Evangeline, elected general of the Salvation Army in 1934, the third in her family to hold the position",Booth
331,goattournament,"The Greatest of All Time game #3 - Wednesday, January 8, 2020",LITERALLY STUPID ANSWERS,1000,Lucy was quite fond of deriding Charlie Brown with this 9-letter term for a less-than-intelligent person,blockhead
332,goattournament,"The Greatest of All Time game #3 - Wednesday, January 8, 2020",SHORT STORY SYLLABUS,1000,"This 19th century French short story master is noted for twist endings, as in ""The Necklace""",Guy de Maupassant
333,goattournament,"The Greatest of All Time game #3 - Wednesday, January 8, 2020",COLLEGE FOOTBALL: AFTER THE GAME,1000,"Steve Largent went on from this university to a HOF pro career, then returned home to represent the area in Congress",the University of Tulsa
334,goattournament,"The Greatest of All Time game #3 - Wednesday, January 8, 2020","THE ""GOLD"", ""BERG""s",1000,Missile launches are part of the mission of the California Air Force base named for this general,Vandenberg
335,goattournament,"The Greatest of All Time game #3 - Wednesday, January 8, 2020",CLASSIC MOVIE QUOTES,400,"It's the romantic quote heard next""I love you. You...complete me. And I just had--""""Shut up. Just shut up.""","""You had me at hello."""
336,goattournament,"The Greatest of All Time game #3 - Wednesday, January 8, 2020",NEWSPAPERS & MAGAZINES,400,"Julia Child ended her shows with this phrase, also the name of a food magazine",bon appétit
337,goattournament,"The Greatest of All Time game #3 - Wednesday, January 8, 2020",ART & ARTISTS,400,"This American pop artist used a comic book style in paintings like ""Whaam!"" & ""Drowning Girl""",Lichtenstein
338,goattournament,"The Greatest of All Time game #3 - Wednesday, January 8, 2020",AROUND THE WORLD,400,One of the largest temples of this religion spreads over 156 acres at Srirangam in Tamil Nadu state,Hinduism
339,goattournament,"The Greatest of All Time game #3 - Wednesday, January 8, 2020",THE GREATEST OF ALL MINDS,400,"Destined for greatness, Stephen Hawking was born January 8, 1942, the 300th anniversary of this famed astronomer's death",Galileo
340,goattournament,"The Greatest of All Time game #3 - Wednesday, January 8, 2020","TAKE AN ""IQ"" TEST",400,"Morally objectionable behavior, sometimes in a den of it",iniquity
341,goattournament,"The Greatest of All Time game #3 - Wednesday, January 8, 2020",CLASSIC MOVIE QUOTES,800,"A cab gets too close in ""Midnight Cowboy"" & Dustin Hoffman lets loose with this outburst","""I\'m walking here!"""
342,goattournament,"The Greatest of All Time game #3 - Wednesday, January 8, 2020",NEWSPAPERS & MAGAZINES,800,"(Alex reports from the Harvard Lampoon Library in Cambridge, Massachusetts.)  The very first volume of ""The Harvard Lampoon"" appeared in February 1876 & was modeled on this British humor magazine",Punch
343,goattournament,"The Greatest of All Time game #3 - Wednesday, January 8, 2020",ART & ARTISTS,800,"This 1863 Manet masterpiece caused a scandal, as one of the women picnicking in what may be the Bois de Boulogne is nude",Luncheon on the Grass
344,goattournament,"The Greatest of All Time game #3 - Wednesday, January 8, 2020",AROUND THE WORLD,800,Here's this Venezuelan landmark named for the American pilot who spotted it in 1933,Angel Falls
345,goattournament,"The Greatest of All Time game #3 - Wednesday, January 8, 2020",THE GREATEST OF ALL MINDS,800,In January 1943 this inventor received an official state funeral under the auspices of the Yugoslav government in exile,Tesla
346,goattournament,"The Greatest of All Time game #3 - Wednesday, January 8, 2020","TAKE AN ""IQ"" TEST",800,To convert an asset into cash,liquidate
347,goattournament,"The Greatest of All Time game #3 - Wednesday, January 8, 2020",CLASSIC MOVIE QUOTES,1200,"This quote became instantly famous""Jenny...I'm sorry.""""Don't.""","""Love means never having to say you\'re sorry."""
348,goattournament,"The Greatest of All Time game #3 - Wednesday, January 8, 2020",NEWSPAPERS & MAGAZINES,1200,This Japanese business paper shares its name with a Japanese stock index,Nikkei
349,goattournament,"The Greatest of All Time game #3 - Wednesday, January 8, 2020",ART & ARTISTS,1200,"Born in Rotterdam in 1904, he entered the U.S. as a stowaway & painted houses before becoming an abstract expressionist",(Willem) de Kooning
350,goattournament,"The Greatest of All Time game #3 - Wednesday, January 8, 2020",AROUND THE WORLD,1200,"By a 2018 treaty this large body into which the Volga flows was deemed neither a lake nor a sea, but a body with special legal status",the Caspian
351,goattournament,"The Greatest of All Time game #3 - Wednesday, January 8, 2020",THE GREATEST OF ALL MINDS,1200,"Compiled by future generations of disciples, the sayings of Confucius were collected in a work called this, derived from Greek",Analects
352,goattournament,"The Greatest of All Time game #3 - Wednesday, January 8, 2020","TAKE AN ""IQ"" TEST",1200,"""Invasion of the Boy Snatchers"" is a book in a young adult series named for this type of social group",a clique
353,goattournament,"The Greatest of All Time game #3 - Wednesday, January 8, 2020",CLASSIC MOVIE QUOTES,1600,"It's the no-nonsense message that comes after the following""We've never lost an American in space; we're sure as hell not going to lose one on my watch.""","""Failure is not an option."""
354,goattournament,"The Greatest of All Time game #3 - Wednesday, January 8, 2020",NEWSPAPERS & MAGAZINES,1600,"This French daily paper began in 1944, when the German army had left Paris & France had need of an independent voice",Le Monde
355,goattournament,"The Greatest of All Time game #3 - Wednesday, January 8, 2020",ART & ARTISTS,1600,"This English engraver is known for his 1730s series called ""The Rake's Progress""",(William) Hogarth
356,goattournament,"The Greatest of All Time game #3 - Wednesday, January 8, 2020",AROUND THE WORLD,1600,One place that's a cut above to see the northern lights is this capital of Canada's Northwest Territories,Yellowknife
357,goattournament,"The Greatest of All Time game #3 - Wednesday, January 8, 2020",THE GREATEST OF ALL MINDS,1600,"A rationalist, this Dutch philosopher answered to the first names Bento, Benedictus & the Hebrew Baruch",Spinoza
358,goattournament,"The Greatest of All Time game #3 - Wednesday, January 8, 2020","TAKE AN ""IQ"" TEST",1600,One-word term for an expert on old things,an antiquarian
359,goattournament,"The Greatest of All Time game #3 - Wednesday, January 8, 2020",CLASSIC MOVIE QUOTES,2000,"Gene Wilder as Willy Wonka: ""You stole Fizzy Lifting Drinks!...so you get nothing! You lose!"" this 3-word farewell","""Good day, sir!"""
360,goattournament,"The Greatest of All Time game #3 - Wednesday, January 8, 2020",NEWSPAPERS & MAGAZINES,2000,"To the delight of crossword constructors, Eric with this last name founded a reader in 1984",Utne
361,goattournament,"The Greatest of All Time game #3 - Wednesday, January 8, 2020",ART & ARTISTS,2000,"(Sarah of the Clue Crew show a painting on the monitor.)  Van Gogh drew a famous portrait of this homeopathic physician, whom he called ""sicker than I am""; Cezanne, also a friend, chose to paint a scene of his house at Auvers",Dr. Gachet
362,goattournament,"The Greatest of All Time game #3 - Wednesday, January 8, 2020",AROUND THE WORLD,"DD: 13,600","This second-largest port of France once had a longer name that included ""de Grâce""",Le Havre
363,goattournament,"The Greatest of All Time game #3 - Wednesday, January 8, 2020",THE GREATEST OF ALL MINDS,"DD: 8,400",This German developed calculus independent of another wise guy,Leibniz
364,goattournament,"The Greatest of All Time game #3 - Wednesday, January 8, 2020","TAKE AN ""IQ"" TEST",2000,Edward Kingsford first used scrap lumber from carmaking to produce these,charcoal briquettes
365,goattournament,"The Greatest of All Time game #3 - Wednesday, January 8, 2020",INFLUENTIAL WRITING,,"Its second line is ""All the powers of old Europe have entered into a holy alliance to exorcise this spectre: Pope & Czar, Metternich & Guizot...""",The Communist Manifesto
366,goattournament,"The Greatest of All Time game #2 - Tuesday, January 7, 2020",AMERICAN IDOLS,200,"(Lionel Richie delivers the clue.)  In 2012 I had the honor of singing for my idol, Muhammad Ali, at a benefit for his center that fights this disease--we helped raise $9.1 million that night",Parkinson\'s
367,goattournament,"The Greatest of All Time game #2 - Tuesday, January 7, 2020",TOY STORY,200,"In 1939 Sawyer's Inc. introduced this, a slide stereoscope",the View-Master
368,goattournament,"The Greatest of All Time game #2 - Tuesday, January 7, 2020",GEO-VERSE,200,"""U"" is this nation, ""The"" is not required; Kuchma was leader, but he's long retired",Ukraine
369,goattournament,"The Greatest of All Time game #2 - Tuesday, January 7, 2020",NOT AN ARMCHAIR EXPERT,200,"(Dax Shepard delivers the clue.)  Paleontologist Roy Chapman Andrews, who may have inspired the character of Indiana Jones, discovered the first of these objects that never got to hatch",a dinosaur egg
370,goattournament,"The Greatest of All Time game #2 - Tuesday, January 7, 2020",TRIPLE RHYME TIME,200,Sacred place for your most exceptional bottle of Bordeaux,a fine wine shrine
371,goattournament,"The Greatest of All Time game #2 - Tuesday, January 7, 2020",GREATEST OF ALL TIME TRAVELERS,200,"In Stephen King's ""11/22/63"", Jake Epping travels back in time to prevent this event from ever happening",the Kennedy assassination
372,goattournament,"The Greatest of All Time game #2 - Tuesday, January 7, 2020",AMERICAN IDOLS,400,"(Katy Perry delivers the clue.)  I will always love this country star, & in 2016 I got to present her with the Tex Ritter Film Award for her ""Coat of Many Colors"" TV movie",Dolly Parton
373,goattournament,"The Greatest of All Time game #2 - Tuesday, January 7, 2020",TOY STORY,400,"The Christmas fad of 1983 was this doll, featured on the cover of Newsweek in December of that year",the Cabbage Patch doll
374,goattournament,"The Greatest of All Time game #2 - Tuesday, January 7, 2020",GEO-VERSE,400,"""M"" is this mountain on Switzerland's fence; Walt Disney built one, but not as immense",the Matterhorn
375,goattournament,"The Greatest of All Time game #2 - Tuesday, January 7, 2020",NOT AN ARMCHAIR EXPERT,400,"(Dax Shepard delivers the clue.)  The pioneering polymer chemist Wallace Carothers developed not only nylon but neoprene, the first successful artificial rubber, while working for this Delaware company",DuPont
376,goattournament,"The Greatest of All Time game #2 - Tuesday, January 7, 2020",TRIPLE RHYME TIME,400,A sedate date tree that's the subject of a Biblical poem,a calm psalm palm
377,goattournament,"The Greatest of All Time game #2 - Tuesday, January 7, 2020",GREATEST OF ALL TIME TRAVELERS,400,"In this Audrey Niffenegger novel, Clare is married to Henry, who suffers from Chrono-Displacement Disorder",The Time Traveler\'s Wife
378,goattournament,"The Greatest of All Time game #2 - Tuesday, January 7, 2020",AMERICAN IDOLS,600,"(Ryan Seacrest delivers the clue.)  The legendary Dick Clark was an idol of mine growing up; we both started out as D.J.s, me in Los Angeles & Dick in this city where he first hosted ""American Bandstand""",Philadelphia
379,goattournament,"The Greatest of All Time game #2 - Tuesday, January 7, 2020",TOY STORY,600,This animated girl has a doctor's bag & your kids can have a toy version of it,Doc McStuffins
380,goattournament,"The Greatest of All Time game #2 - Tuesday, January 7, 2020",GEO-VERSE,600,"""P"" is this forest, you'd go if you could; it's a national park full of agatized wood",Petrified Forest
381,goattournament,"The Greatest of All Time game #2 - Tuesday, January 7, 2020",NOT AN ARMCHAIR EXPERT,600,"(Dax Shepard delivers the clue.)  A.J.P. Taylor, who taught Michael Palin at Oxford, was a model for the famous historian who's suddenly killed by a knight on horseback in this comedy film",Monty Python and the Holy Grail
382,goattournament,"The Greatest of All Time game #2 - Tuesday, January 7, 2020",TRIPLE RHYME TIME,600,A flexible & enormous customer,a pliant giant client
383,goattournament,"The Greatest of All Time game #2 - Tuesday, January 7, 2020",GREATEST OF ALL TIME TRAVELERS,"DD: 2,400","In Chapter 16 of ""A Connecticut Yankee in King Arthur's Court"", Hank meets this woman whose first name is the same as his surname",Morgan le Fay
384,goattournament,"The Greatest of All Time game #2 - Tuesday, January 7, 2020",AMERICAN IDOLS,800,"(Luke Bryan delivers the clue.)  I've been inspired by this idol since I was 4 years old singing ""See See Rider"", the first song he performed on his ""Aloha from Hawaii"" TV special",Elvis
385,goattournament,"The Greatest of All Time game #2 - Tuesday, January 7, 2020",TOY STORY,800,"An iconic red frame, a magic screen & 2 white knobs are integral to this classic toy",Etch A Sketch
386,goattournament,"The Greatest of All Time game #2 - Tuesday, January 7, 2020",GEO-VERSE,800,"""A"" is this desert, dry & horrific; it was the prize in the War of the Pacific",the Atacama
387,goattournament,"The Greatest of All Time game #2 - Tuesday, January 7, 2020",NOT AN ARMCHAIR EXPERT,800,"(Dax Shepard delivers the clue.)  William Maples was an expert in forensic anthropology, working on the bodies of the Romanovs, the Elephant Man & this U.S. president whose mysterious death in 1850 turned out to be less from arsenic & more from too many cherries",(Zachary) Taylor
388,goattournament,"The Greatest of All Time game #2 - Tuesday, January 7, 2020",TRIPLE RHYME TIME,800,A congenial game bird under glass as a gift,a pleasant pheasant present
389,goattournament,"The Greatest of All Time game #2 - Tuesday, January 7, 2020",GREATEST OF ALL TIME TRAVELERS,800,"In this 1969 classic Tralfamadorians abduct the protagonist who has unfortunately become ""unstuck in time""",Slaughterhouse-Five
390,goattournament,"The Greatest of All Time game #2 - Tuesday, January 7, 2020",AMERICAN IDOLS,1000,"(Ryan Seacrest delivers the clue.)  I admired Frank Sinatra's spirit & style, especially how he broke with tradition to create his own label, called this, with records people would ""play & play again""",Reprise
391,goattournament,"The Greatest of All Time game #2 - Tuesday, January 7, 2020",TOY STORY,1000,A technique to interlock wood pieces inspired John Lloyd Wright to create these in 1916,Lincoln Logs
392,goattournament,"The Greatest of All Time game #2 - Tuesday, January 7, 2020",GEO-VERSE,1000,"""M"" is this river, to see it, go forth; it's Canada's longest, so, of course, it flows north",the Mackenzie
393,goattournament,"The Greatest of All Time game #2 - Tuesday, January 7, 2020",NOT AN ARMCHAIR EXPERT,1000,"(Dax Shepard delivers the clue.)  Around 1912 this man then working in Manchester, England was the leading expert on nuclear physics; in fact he was the only expert on it, since he'd discovered the atomic nucleus & established the nuclear model of the atom",(Ernest) Rutherford
394,goattournament,"The Greatest of All Time game #2 - Tuesday, January 7, 2020",TRIPLE RHYME TIME,1000,"In Papeete & the rest of the isle, a signed agreement to quit spray-painting",a Tahiti graffiti treaty
395,goattournament,"The Greatest of All Time game #2 - Tuesday, January 7, 2020",GREATEST OF ALL TIME TRAVELERS,1000,"""Kindred"", about an African-American woman transported back to a plantation in antebellum Maryland, is a novel by this author",(Octavia) Butler
396,goattournament,"The Greatest of All Time game #2 - Tuesday, January 7, 2020",ARCHITECTURE & DESIGN,400,"Julia Morgan designed this 68,500-square-foot home in San Simeon, California in the Mediterranean Revival style",Hearst Castle
397,goattournament,"The Greatest of All Time game #2 - Tuesday, January 7, 2020",LET'S JAZZ UP THIS PLACE,400,"Thelonious Monk really gets going ""'round"" this title hour",midnight
398,goattournament,"The Greatest of All Time game #2 - Tuesday, January 7, 2020",ALL IN THE FAMILY: GOVERNMENT EDITION,400,"He took over for his brother Fidel & became acting president of Cuba in 2006; he dropped the ""acting"" 2 years later",Raúl Castro
399,goattournament,"The Greatest of All Time game #2 - Tuesday, January 7, 2020",FOREIGN WORDS & PHRASES,400,"In 2012 the French govt. ended official use of this word for an unmarried woman, deemed sexist since there's no male equivalent",mademoiselle
400,goattournament,"The Greatest of All Time game #2 - Tuesday, January 7, 2020",PHILOSOPHERS,400,German philosopher Hegel saw history as progression toward this declaration of independence value,liberty
401,goattournament,"The Greatest of All Time game #2 - Tuesday, January 7, 2020",POTPOURRI,400,"Arlington has the Tomb of the Unknown Soldier; the Brits have the Grave of the Unknown Warrior, found in this building's nave",Westminster Abbey
402,goattournament,"The Greatest of All Time game #2 - Tuesday, January 7, 2020",ARCHITECTURE & DESIGN,800,It's the iconic piece of furniture seen here,an Eames chair
403,goattournament,"The Greatest of All Time game #2 - Tuesday, January 7, 2020",LET'S JAZZ UP THIS PLACE,800,"A song called this fruit ""Man"" became a classic for Herbie Hancock & a movie title for Melvin Van Peebles",Watermelon
404,goattournament,"The Greatest of All Time game #2 - Tuesday, January 7, 2020",ALL IN THE FAMILY: GOVERNMENT EDITION,800,"This family included a secretary of war under Grant, a president & a senator (from Ohio) nicknamed ""Mr. Republican""",Taft
405,goattournament,"The Greatest of All Time game #2 - Tuesday, January 7, 2020",FOREIGN WORDS & PHRASES,800,"To sing ""Happy Birthday"", use this phrase ""a ti"" in Mexico, but reverse the phrase in Chile",feliz cumpleaños
406,goattournament,"The Greatest of All Time game #2 - Tuesday, January 7, 2020",PHILOSOPHERS,800,"In the 18th C., Hume opined on morality, ""'tis impossible that the distinction betwixt"" these 2 4-letter words ""can be made by reason""",good & evil
407,goattournament,"The Greatest of All Time game #2 - Tuesday, January 7, 2020",POTPOURRI,800,"When she said she was leaving ""Star Trek"", MLK asked her to stay, saying, ""through you, we see ourselves and what can be""",Nichelle Nichols
408,goattournament,"The Greatest of All Time game #2 - Tuesday, January 7, 2020",ARCHITECTURE & DESIGN,1200,"(Sarah of the Clue Crew delivers the clue from Residenzplats in Salzburg, Austria.)  Salzburg's Residenzplats has one of the largest Baroque fountains outside of Italy; the upper section is a replica of this Baroque master's Triton Fountain in Rome",Bernini
409,goattournament,"The Greatest of All Time game #2 - Tuesday, January 7, 2020",LET'S JAZZ UP THIS PLACE,1200,"This man's quartet experiments with time: ""Take Five"" is in 5/4 meter & ""Blue Rondo A La Turk"" is in 9/8",Dave Brubeck
410,goattournament,"The Greatest of All Time game #2 - Tuesday, January 7, 2020",ALL IN THE FAMILY: GOVERNMENT EDITION,1200,"In 2016, Lech Kaczyński, president of this country, appointed his twin brother Jarosław prime minister",Poland
411,goattournament,"The Greatest of All Time game #2 - Tuesday, January 7, 2020",FOREIGN WORDS & PHRASES,1200,"If God wills, you know this Arabic expression for ""if God wills""; T.E. Lawrence was an early adopter",inshallah
